username,source,discovered_at
3870755477320299707,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3870755477471248919,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3870755477521605164,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3870782232626090669,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3870783003035653810,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
anxiety_wellness,aggregator_seed,2026-04-08T16:05:48.555333+00:00
anxietyjosh,manual_seed,2026-04-08T16:05:48.555333+00:00
anxietysupportdaily,aggregator_seed,2026-04-08T16:05:48.555333+00:00
betterhelp,manual_seed,2026-04-08T16:05:48.555333+00:00
calm,manual_seed,2026-04-08T16:05:48.555333+00:00
cptsdwarriors,aggregator_seed,2026-04-08T16:05:48.555333+00:00
dearmentalhealth,aggregator_seed,2026-04-08T16:05:48.555333+00:00
